folder,checkpoint,checkpoint_name,L,T_snn,ann_reference_T,snn_mode,layer_position,time_reduce_snn,sigma_conv,var_conv,num_elements,max_batches,batch_size
mnist-checkpoints,mnist-checkpoints/cnn2_L[8].pth,cnn2_L[8].pth,8,8,0,normal,pre_if1_bn1_output,mean_over_time,1.8524755977730192e-07,3.4316658403445045e-14,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[8].pth,cnn2_L[8].pth,8,16,0,normal,pre_if1_bn1_output,mean_over_time,0.07035420152451811,0.004949713672152506,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[8].pth,cnn2_L[8].pth,8,32,0,normal,pre_if1_bn1_output,mean_over_time,0.05982331395132559,0.0035788288921188667,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[16].pth,cnn2_L[16].pth,16,2,0,normal,pre_if1_bn1_output,mean_over_time,0.20766369015391814,0.043124208208342514,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[16].pth,cnn2_L[16].pth,16,4,0,normal,pre_if1_bn1_output,mean_over_time,0.10919324723201583,0.011923165241072132,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[16].pth,cnn2_L[16].pth,16,8,0,normal,pre_if1_bn1_output,mean_over_time,0.0638557488897162,0.004077556666266491,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[16].pth,cnn2_L[16].pth,16,16,0,normal,pre_if1_bn1_output,mean_over_time,2.370687992991712e-07,5.620161560115071e-14,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[16].pth,cnn2_L[16].pth,16,32,0,normal,pre_if1_bn1_output,mean_over_time,0.03274110377816446,0.0010719798766125348,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[32].pth,cnn2_L[32].pth,32,2,0,normal,pre_if1_bn1_output,mean_over_time,0.18707375004083002,0.034996587954338944,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[32].pth,cnn2_L[32].pth,32,4,0,normal,pre_if1_bn1_output,mean_over_time,0.09614150021349792,0.00924318806330202,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[32].pth,cnn2_L[32].pth,32,8,0,normal,pre_if1_bn1_output,mean_over_time,0.05046197147722582,0.002546410565368352,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[32].pth,cnn2_L[32].pth,32,16,0,normal,pre_if1_bn1_output,mean_over_time,0.029979145213523954,0.0008987491477335562,802816,4,128
mnist-checkpoints,mnist-checkpoints/cnn2_L[32].pth,cnn2_L[32].pth,32,32,0,normal,pre_if1_bn1_output,mean_over_time,1.873188080748681e-07,3.508833585858927e-14,802816,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[2].pth,cnn2_L[2].pth,2,2,0,normal,pre_if1_bn1_output,mean_over_time,1.2115174138179818e-07,1.467774443984211e-14,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[2].pth,cnn2_L[2].pth,2,4,0,normal,pre_if1_bn1_output,mean_over_time,0.2805509311503928,0.07870882496935244,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[2].pth,cnn2_L[2].pth,2,8,0,normal,pre_if1_bn1_output,mean_over_time,0.24377178872592498,0.059424684978637,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[2].pth,cnn2_L[2].pth,2,16,0,normal,pre_if1_bn1_output,mean_over_time,0.23413738281478624,0.054820314031357766,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[2].pth,cnn2_L[2].pth,2,32,0,normal,pre_if1_bn1_output,mean_over_time,0.23178814812179355,0.0537257456097305,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[4].pth,cnn2_L[4].pth,4,2,0,normal,pre_if1_bn1_output,mean_over_time,0.305265198242962,0.09318684125831488,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[4].pth,cnn2_L[4].pth,4,4,0,normal,pre_if1_bn1_output,mean_over_time,1.4133631203507286e-07,1.9975953099675485e-14,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[4].pth,cnn2_L[4].pth,4,8,0,normal,pre_if1_bn1_output,mean_over_time,0.1571880677205544,0.0247080886337216,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[4].pth,cnn2_L[4].pth,4,16,0,normal,pre_if1_bn1_output,mean_over_time,0.13655856959511706,0.01864824292986443,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[4].pth,cnn2_L[4].pth,4,32,0,normal,pre_if1_bn1_output,mean_over_time,0.13036300946155052,0.016994514235872313,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[8].pth,cnn2_L[8].pth,8,2,0,normal,pre_if1_bn1_output,mean_over_time,0.2510600382338916,0.06303114279800312,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[8].pth,cnn2_L[8].pth,8,4,0,normal,pre_if1_bn1_output,mean_over_time,0.14797379609286782,0.02189624433013362,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[8].pth,cnn2_L[8].pth,8,8,0,normal,pre_if1_bn1_output,mean_over_time,1.5805785656113355e-07,2.498228602069987e-14,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[8].pth,cnn2_L[8].pth,8,16,0,normal,pre_if1_bn1_output,mean_over_time,0.0748202221881013,0.005598065648276847,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[8].pth,cnn2_L[8].pth,8,32,0,normal,pre_if1_bn1_output,mean_over_time,0.06537809208007964,0.004274294924031371,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[16].pth,cnn2_L[16].pth,16,2,0,normal,pre_if1_bn1_output,mean_over_time,0.21513279054726225,0.046282117568652206,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[16].pth,cnn2_L[16].pth,16,4,0,normal,pre_if1_bn1_output,mean_over_time,0.11715580346729627,0.013725482286067748,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[16].pth,cnn2_L[16].pth,16,8,0,normal,pre_if1_bn1_output,mean_over_time,0.06757590026122705,0.004566502296115305,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[16].pth,cnn2_L[16].pth,16,16,0,normal,pre_if1_bn1_output,mean_over_time,1.7240997038501673e-07,2.972519788816235e-14,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[16].pth,cnn2_L[16].pth,16,32,0,normal,pre_if1_bn1_output,mean_over_time,0.03686832462076301,0.00135927336034196,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[32].pth,cnn2_L[32].pth,32,2,0,normal,pre_if1_bn1_output,mean_over_time,0.3826993137762778,0.14645876476483394,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[32].pth,cnn2_L[32].pth,32,4,0,normal,pre_if1_bn1_output,mean_over_time,0.150343778892959,0.02260325185181494,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[32].pth,cnn2_L[32].pth,32,8,0,normal,pre_if1_bn1_output,mean_over_time,0.11079803283710155,0.012276204080571432,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[32].pth,cnn2_L[32].pth,32,16,0,normal,pre_if1_bn1_output,mean_over_time,0.0397830886142412,0.001582694139688568,6422528,4,128
mnist-checkpoints_c16_c32,mnist-checkpoints_c16_c32/cnn2_L[32].pth,cnn2_L[32].pth,32,32,0,normal,pre_if1_bn1_output,mean_over_time,1.6356865974387318e-07,2.6754706450406957e-14,6422528,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[2].pth,cnn2_L[2].pth,2,2,0,normal,pre_if1_bn1_output,mean_over_time,1.4926226345936442e-07,2.2279223293012714e-14,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[2].pth,cnn2_L[2].pth,2,4,0,normal,pre_if1_bn1_output,mean_over_time,0.3176114766287282,0.10087705008628116,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[2].pth,cnn2_L[2].pth,2,8,0,normal,pre_if1_bn1_output,mean_over_time,0.2768384896057547,0.07663954932719554,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[2].pth,cnn2_L[2].pth,2,16,0,normal,pre_if1_bn1_output,mean_over_time,0.26288873254643635,0.06911048569987176,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[2].pth,cnn2_L[2].pth,2,32,0,normal,pre_if1_bn1_output,mean_over_time,0.26099222456518506,0.068116941283484,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[4].pth,cnn2_L[4].pth,4,2,0,normal,pre_if1_bn1_output,mean_over_time,0.3274780026255855,0.107241842203643,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[4].pth,cnn2_L[4].pth,4,4,0,normal,pre_if1_bn1_output,mean_over_time,1.7154455714272614e-07,2.942753508529403e-14,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[4].pth,cnn2_L[4].pth,4,8,0,normal,pre_if1_bn1_output,mean_over_time,0.16758478477666716,0.028084660088641855,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[4].pth,cnn2_L[4].pth,4,16,0,normal,pre_if1_bn1_output,mean_over_time,0.14576780087177307,0.021248251770992883,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[4].pth,cnn2_L[4].pth,4,32,0,normal,pre_if1_bn1_output,mean_over_time,0.1384398730475691,0.019165598449427054,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[8].pth,cnn2_L[8].pth,8,2,0,normal,pre_if1_bn1_output,mean_over_time,0.20392079755731382,0.04158369167641097,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[8].pth,cnn2_L[8].pth,8,4,0,normal,pre_if1_bn1_output,mean_over_time,0.1204149047131852,0.014499749277085468,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[8].pth,cnn2_L[8].pth,8,8,0,normal,pre_if1_bn1_output,mean_over_time,1.3761015101568352e-07,1.8936553662559224e-14,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[8].pth,cnn2_L[8].pth,8,16,0,normal,pre_if1_bn1_output,mean_over_time,0.05982555704909433,0.00357909727623444,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[8].pth,cnn2_L[8].pth,8,32,0,normal,pre_if1_bn1_output,mean_over_time,0.05155933204210671,0.002658364720628212,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[16].pth,cnn2_L[16].pth,16,2,0,normal,pre_if1_bn1_output,mean_over_time,0.2277598551636803,0.05187455162418063,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[16].pth,cnn2_L[16].pth,16,4,0,normal,pre_if1_bn1_output,mean_over_time,0.13707633114875958,0.018789920561204394,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[16].pth,cnn2_L[16].pth,16,8,0,normal,pre_if1_bn1_output,mean_over_time,0.1008599108551769,0.01017272161771423,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[16].pth,cnn2_L[16].pth,16,16,0,normal,pre_if1_bn1_output,mean_over_time,1.7097280717128895e-07,2.923170079203075e-14,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[16].pth,cnn2_L[16].pth,16,32,0,normal,pre_if1_bn1_output,mean_over_time,0.03491747060882221,0.0012192297537179625,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[32].pth,cnn2_L[32].pth,32,2,0,normal,pre_if1_bn1_output,mean_over_time,0.20878287117179675,0.04359028729473908,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[32].pth,cnn2_L[32].pth,32,4,0,normal,pre_if1_bn1_output,mean_over_time,0.11465535595403278,0.013145850648945962,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[32].pth,cnn2_L[32].pth,32,8,0,normal,pre_if1_bn1_output,mean_over_time,0.06725080388057773,0.004522670622583929,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[32].pth,cnn2_L[32].pth,32,16,0,normal,pre_if1_bn1_output,mean_over_time,0.049138975456601536,0.0024146389089244884,1605632,4,128
mnist-checkpoints_c4_c8,mnist-checkpoints_c4_c8/cnn2_L[32].pth,cnn2_L[32].pth,32,32,0,normal,pre_if1_bn1_output,mean_over_time,1.9104879438020728e-07,3.649964183413072e-14,1605632,4,128
