checkpoint,L,T,schedule,activation_layer,noise_type,noise_variance,noise_sigma,sigma_eff,var_eff,rms_delta,n_delta_elements,repeats,max_batches,checkpoint_name_T
mnist-checkpoints/cnn2_L[2].pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3355293788888267,0.11257996409752184,0.33568898021552296,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed44.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3547942723596452,0.1258789756992101,0.35500370805497317,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed45.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.1815252761304831,0.032951425874248146,0.18152894066190006,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed46.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.23108250378266634,0.053399123554466,0.2311071971573201,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed47.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3643579195825635,0.13275669356253383,0.3645489764545446,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed48.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.559862138188208,0.313445613776672,0.5629038035319344,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed49.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.4986612414828341,0.24866303375720136,0.5009055727685306,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed50.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.36789481196642,0.13534659267180751,0.368170520700565,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed51.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.5096770289054964,0.25977067379393415,0.5113008132244208,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed52.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.24515536772693838,0.060101154325330385,0.24518415375434063,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed53.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3130557688160269,0.0980039143889937,0.31319743071572326,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed54.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.42708780809863117,0.1824039958264932,0.42780611036668303,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed55.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3042906589485275,0.09259280512332908,0.3043790274121027,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed56.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.47928564925795797,0.2297147335846223,0.4804178694852959,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed57.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.21897190786401155,0.047948696433605165,0.21898950157256591,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed58.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3673249283154171,0.1349276029619263,0.36757402040286735,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed59.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3475438799211356,0.12078674847063674,0.347746258555868,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed60.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.22570028319122273,0.050940617832598144,0.22571791615478112,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed61.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.3663649292211076,0.13422326136318719,0.3666802813680522,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed62.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.40662045110371275,0.16534019125578686,0.40716319148913,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed63.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.5072107385678777,0.2572627333185719,0.5087013087763859,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed44.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.12070501944052317,0.014569701718137077,0.12070868458978172,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed45.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.00045563420545442323,2.0760252918008354e-07,0.0004556342527498471,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed46.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.05509236906695253,0.003035169129409308,0.055094075990890036,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed47.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.12477094069603319,0.015567787642173031,0.12477808346501212,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed48.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.015255195062723484,0.00023272097640174294,0.015255244459682049,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed49.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.07776523792568206,0.006047432229637939,0.07776543531984305,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed50.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.10912796510783192,0.011908912768576179,0.10912797054929356,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed51.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.0990619550975905,0.009813270947757037,0.0990635210064554,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed52.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.11565264484609158,0.013375534259896193,0.11565393954349446,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed53.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.08317397882559421,0.006917910753680395,0.08317415774175396,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed54.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.11038542869220971,0.012184942867562916,0.11039332496993043,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed55.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.02241407197011966,0.0005023906222817038,0.02241424156457153,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed56.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.003972126978694448,1.5777792734872285e-05,0.003972127325904505,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed57.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.09993565924025577,0.009987135987784519,0.09993566402752121,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed58.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.0723114934314238,0.005228952082282848,0.07231247188805832,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed59.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.009600797158707942,9.21753060826545e-05,0.00960080944982436,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed60.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.09050677357347413,0.008191476062680114,0.09050736045748596,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed61.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.039003050052868526,0.0015212379134265678,0.03900399530381297,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed62.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.07569939390895712,0.005730398238183455,0.07570250331236976,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed63.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.04830763102311753,0.0023336272150656675,0.048307975687118636,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_smokecheck_seed44.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.12410631491304394,0.015402377401295634,0.12411413483430289,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_ann2snn_smoke_seed44.pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.318449565782352,0.10141012594696854,0.31858251923392955,4816896,6,4,0
mnist-checkpoints_c16_c32/cnn2_L[2].pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.5162566939530634,0.266520974051347,0.5174716460473531,38535168,6,4,0
mnist-checkpoints_c4_c8/cnn2_L[2].pth,2,2,normal,if1,gaussian,0.5,0.7071067811865476,0.48834842572349346,0.23848418490661444,0.4899789788141873,9633792,6,4,0
mnist-checkpoints/cnn2_L[2].pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.4485460752388282,0.20119358161215653,0.4490450668012008,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed44.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.4735717154023705,0.22427016962914376,0.47427498801484763,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed45.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.23881642648396184,0.05703328555856955,0.23883276651650212,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed46.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.30245274321173676,0.09147766187630477,0.302485559899278,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed47.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.48717581902831747,0.23734027864591195,0.4878736606661503,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed48.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.6943167609402776,0.4820757645225986,0.6947818883482009,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed49.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.5048046527129499,0.25482773740064196,0.5048186949720276,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed50.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.5291370790265827,0.27998604840078406,0.5304349865711551,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed51.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.6884980230125761,0.4740295276922257,0.6922936284213557,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed52.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.30198299951676977,0.09119373199714538,0.30199581259134056,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed53.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.4299765591003754,0.18487984137579863,0.430410646897585,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed54.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.5761552473250431,0.3319548690201815,0.5779470403729667,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed55.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.4221616449268843,0.17822045444737275,0.42250809725805044,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed56.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.6426235357071403,0.4129650086447461,0.6453761243877407,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed57.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.2770152490393818,0.07673744820035072,0.277027499161677,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed58.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.4840670860086158,0.23432094375687265,0.48476251609355625,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed59.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.49453265218579606,0.24456254407791753,0.4953358368609109,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed60.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.2814272412491571,0.07920129211711124,0.2814389010371644,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed61.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.5068127740047724,0.25685918789441253,0.507808409952905,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed62.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.5353271628721763,0.2865751713087736,0.5365427544242386,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed63.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.706137882458593,0.49863070904310575,0.7105628953923464,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed44.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.1615423696369571,0.026095937187923274,0.16154274524287293,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed45.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.02089961766334502,0.0004367940184740032,0.020899660573196636,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed46.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.0721035571165862,0.005198922948864809,0.07210547011255845,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed47.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.244829543177313,0.05994150521241177,0.24483802390699094,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed48.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.042326861728727225,0.0017915632238027935,0.042327416632331895,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed49.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.09809918462080823,0.009623450023267418,0.09810007563993631,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed50.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.1771108684323569,0.03136825971686364,0.17711576521240907,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed51.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.1195822526672779,0.014299915152980692,0.1195829435317428,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed52.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.13864658475678937,0.019222875464721578,0.13865587405888422,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed53.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.11890065824596935,0.0141373665313248,0.1189013354408671,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed54.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.14067629404762502,0.01978981970697386,0.14067961193914574,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed55.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.04498283035425171,0.0020234550266793896,0.044983355499590635,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed56.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.007732348094789989,5.978920705900237e-05,0.0077323696766467736,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed57.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.12609904807643166,0.015900969925782223,0.12610125545083012,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed58.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.10797820759705,0.011659293315871625,0.10798531790171376,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed59.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.020614444600259543,0.0004249553261771698,0.020614617761552892,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed60.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.10384225662848995,0.010783214261697163,0.10384263483421068,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed61.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.0713650031640706,0.005092963676607806,0.07136605569679844,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed62.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.11429567607560315,0.013063501569579203,0.11430336952076706,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed63.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.06974833039029933,0.004864829592234354,0.0697507439484074,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_smokecheck_seed44.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.15456572420890405,0.02389056310022299,0.15459838724499764,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_ann2snn_smoke_seed44.pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.43176868558313847,0.1864241978501911,0.4322857436996909,4816896,6,4,0
mnist-checkpoints_c16_c32/cnn2_L[2].pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.6511209987115961,0.42395855496318635,0.6517126511484228,38535168,6,4,0
mnist-checkpoints_c4_c8/cnn2_L[2].pth,2,4,normal,if1,gaussian,0.5,0.7071067811865476,0.6181045912199217,0.3820532856871464,0.6188801409640455,9633792,6,4,0
mnist-checkpoints/cnn2_L[2].pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.5871507810837276,0.3447460397272315,0.588250457107638,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed44.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6244350113386443,0.38991908338549286,0.6259777906250887,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed45.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.30518601358930264,0.09313850289053001,0.30520084275864123,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed46.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.39556498528652045,0.15647165758472514,0.3956503236527561,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed47.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6295630656435446,0.396349653622498,0.6310116498791498,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed48.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.945613069997495,0.8941840781500874,0.9464437338567456,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed49.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6749894407007184,0.4556107450574687,0.6749913532816167,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed50.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6913959635251783,0.4780283783789096,0.6949370806472157,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed51.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.9253628809345784,0.8562964614115428,0.9330835510492793,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed52.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.3900472590806705,0.1521368643163437,0.39006576678234334,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed53.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.5627291136411812,0.31666405533938935,0.5637330073766956,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed54.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.7735146330494532,0.5983248875416303,0.7769708953935152,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed55.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.5594735320302756,0.3130106330424319,0.5604506896117519,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed56.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.8573065430137221,0.734974508694139,0.8629783714110557,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed57.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.3604760717330453,0.1299429982920876,0.3605103631687473,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed58.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6362728298361409,0.40484311398769063,0.6376635079220981,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed59.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6446443786089335,0.415566374872098,0.6466629856907358,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed60.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.366014828434873,0.13396685463420951,0.3660356989314285,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed61.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.6649029491426569,0.4420959317786026,0.6672747876896108,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed62.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.7130029998588666,0.508373277807743,0.7152871514092004,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed63.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.9373592712239059,0.8786424033494121,0.9388392149536916,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed44.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.1695559960195859,0.02874923578619383,0.16955839650284898,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed45.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.14905079384148515,0.02221613914477691,0.14906205321422225,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed46.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.11581770382334633,0.013413740518912372,0.11581986102479086,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed47.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.27578495558694915,0.07605734172809553,0.27580930467861337,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed48.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.1380422203413953,0.019055654596782327,0.13805341917349673,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed49.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.12798158075459823,0.01637928501244575,0.12798376050423788,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed50.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.28887464585039746,0.08344856101519256,0.2889565471613815,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed51.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.15039488953737642,0.022618622798959657,0.15040002883290257,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed52.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.15742560325916952,0.024782820561513447,0.15742938189487063,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed53.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.22890699686745003,0.05239841321487478,0.22898193916219406,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed54.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.15505150422875877,0.024040968963600796,0.1550549537759958,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed55.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.13452673570470386,0.018097442619363246,0.13453869582549854,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed56.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.08742888727018713,0.007643810329303091,0.08743192732894593,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed57.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.14402847706690455,0.02074420220621185,0.14402871876756274,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed58.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.16767307960460567,0.02811426162409243,0.16767526220649293,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed59.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.1302175168982734,0.01695660170715212,0.13021816501997413,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed60.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.18591137452341439,0.034563039177185256,0.18593506597475062,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed61.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.15931599349766118,0.025381585784146815,0.15933589101818954,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed62.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.30298573080360386,0.09180035307059389,0.30325805560395336,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_L2T2_seed63.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.15171297745659756,0.02301682752874608,0.15173988825909226,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_T[2]_smokecheck_seed44.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.15300998033342053,0.023412054081633736,0.1530130808018422,4816896,6,4,2
mnist-checkpoints/cnn2_L[2]_ann2snn_smoke_seed44.pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.5636632394216162,0.3177162474752703,0.564881741313928,4816896,6,4,0
mnist-checkpoints_c16_c32/cnn2_L[2].pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.8967583240872419,0.8041754918197587,0.8975441987599712,38535168,6,4,0
mnist-checkpoints_c4_c8/cnn2_L[2].pth,2,8,normal,if1,gaussian,0.5,0.7071067811865476,0.830627119332991,0.689941411371423,0.8319759810457529,9633792,6,4,0
mnist-checkpoints/cnn2_L[2].pth,2,16,normal,if1,gaussian,0.5,0.7071067811865476,0.7782187403783096,0.6056244078760029,0.7800095222735034,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed44.pth,2,16,normal,if1,gaussian,0.5,0.7071067811865476,0.8387033215425045,0.7034232615664298,0.8416695640536191,4816896,6,4,0
mnist-checkpoints/cnn2_L[2]_L2_ann2snn_seed45.pth,2,16,normal,if1,gaussian,0.5,0.7071067811865476,0.38966497588067217,0.15183879342808482,0.3896967942738721,4816896,6,4,0
