dataset,arch,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,noise_position,sigma,acc,checkpoint,matrix_csv
cifar10,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,1,34.300000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0,51.980000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.1,51.830000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.2,51.950000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.3,51.610000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.4,51.350000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.5,51.560000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.6,51.260000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.7,51.400000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.8,50.720000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.9,50.930000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,1,50.700000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0,51.310000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.1,51.150000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.2,51.020000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.3,50.900000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.4,50.930000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.5,50.910000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.6,50.840000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.7,50.840000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.8,49.990000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.9,50.330000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,1,50.100000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0,37.720000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.1,37.760000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.2,37.710000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.3,37.810000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.4,37.480000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.5,37.900000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.6,37.720000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.7,37.680000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.8,37.290000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.9,37.520000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,1,37.450000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/fc5_cifar_L[16]_cifar10_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar10/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar10_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0,9.590000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.1,9.580000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.2,9.450000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.3,9.360000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.4,9.480000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.5,9.250000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.6,9.160000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.7,9.390000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
