dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.5,5,33.530000,8.141944
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.75,5,27.236000,7.087477
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,5,5,22.778000,5.992443
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0,5,90.298000,0.135536
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.25,5,90.240000,0.183848
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.5,5,90.282000,0.149064
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.75,5,90.114000,0.028810
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1,5,90.142000,0.073280
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.25,5,89.956000,0.147241
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.5,5,89.682000,0.180056
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.75,5,89.268000,0.147716
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2,5,88.600000,0.219431
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.25,5,87.740000,0.400187
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.5,5,86.490000,1.011706
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.75,5,84.806000,1.434218
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3,5,82.356000,2.486319
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3.25,5,78.926000,3.626173
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3.5,5,74.890000,5.133357
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3.75,5,69.908000,6.868418
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4,5,64.510000,8.272862
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4.25,5,58.666000,9.439689
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4.5,5,52.764000,9.990742
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4.75,5,47.006000,10.145062
cifar10,l1,l1_rc1e-5,l1,1e-05,none,5,5,42.168000,10.200386
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,5,90.608000,0.187803
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.25,5,90.524000,0.209117
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.5,5,90.540000,0.257488
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.75,5,90.534000,0.180361
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1,5,90.356000,0.113049
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.25,5,90.166000,0.132023
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.5,5,89.872000,0.119038
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.75,5,89.638000,0.130843
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2,5,89.084000,0.079561
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.25,5,88.606000,0.243064
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.5,5,88.166000,0.303364
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.75,5,87.568000,0.231668
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3,5,86.724000,0.308675
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.25,5,86.044000,0.450200
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.5,5,85.094000,0.585773
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.75,5,83.794000,0.545326
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4,5,82.386000,0.768915
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.25,5,80.978000,1.325922
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.5,5,79.034000,1.633043
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.75,5,76.740000,2.320959
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,5,5,74.282000,3.251080
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,5,91.412000,0.128725
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.25,5,91.348000,0.165741
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.5,5,91.388000,0.098336
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.75,5,91.304000,0.150765
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1,5,91.176000,0.122188
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.25,5,90.936000,0.163034
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.5,5,90.494000,0.289879
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.75,5,89.732000,0.271514
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2,5,88.844000,0.383836
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.25,5,87.606000,0.657366
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.5,5,85.432000,1.124842
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.75,5,82.482000,1.374434
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3,5,78.662000,2.098719
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.25,5,73.426000,2.655086
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.5,5,66.674000,3.397776
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.75,5,58.110000,4.157295
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4,5,49.076000,4.437435
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.25,5,39.576000,4.452171
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.5,5,31.456000,3.878238
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.75,5,25.344000,3.059122
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,5,5,21.384000,2.584459
