model,regularizer,seed,sigma,acc,matrix_csv
fc2_h16,mne_l2,40,0.6,92.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,mne_l2,40,0.7,92.39,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,mne_l2,40,0.8,92.28,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,mne_l2,40,0.9,92.42,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,mne_l2,40,1.0,92.39,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,mne_l2,41,0.0,92.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.1,92.78,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.2,92.64,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.3,92.64,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.4,92.58,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.5,92.57,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.6,92.54,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.7,92.37,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.8,92.5,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,0.9,92.48,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,41,1.0,92.33,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,mne_l2,42,0.0,92.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.1,92.81,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.2,92.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.3,92.59,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.4,92.63,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.5,92.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.6,92.43,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.7,92.54,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.8,92.37,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,0.9,92.42,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,42,1.0,92.15,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,mne_l2,43,0.0,92.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.1,92.75,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.2,92.92,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.3,92.74,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.4,92.69,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.5,92.79,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.6,92.48,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.7,92.54,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.8,92.23,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,0.9,92.23,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,43,1.0,92.33,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,mne_l2,44,0.0,92.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.1,92.63,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.2,92.77,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.3,92.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.4,92.63,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.5,92.63,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.6,92.45,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.7,92.56,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.8,92.46,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,0.9,92.43,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,mne_l2,44,1.0,92.26,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/mne_l2/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,40,0.0,94.24,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.1,94.03,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.2,94.08,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.3,93.9,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.4,93.7,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.5,93.86,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.6,93.63,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.7,93.3,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.8,93.06,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,0.9,92.55,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,40,1.0,92.39,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,weight_decay,41,0.0,94.24,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.1,94.27,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.2,94.06,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.3,94.05,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.4,93.9,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.5,93.71,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.6,93.66,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.7,93.19,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.8,92.91,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,0.9,92.38,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,41,1.0,92.23,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,weight_decay,42,0.0,94.24,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.1,94.17,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.2,93.98,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.3,93.9,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.4,93.74,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.5,93.61,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.6,93.32,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.7,93.29,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.8,92.84,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,0.9,92.43,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,42,1.0,92.48,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,weight_decay,43,0.0,94.24,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.1,94.18,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.2,94.05,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.3,94.07,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
