dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.5,5,90.582000,0.218563
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.75,5,90.556000,0.256768
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1,5,90.288000,0.150067
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.25,5,90.136000,0.200699
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.5,5,89.844000,0.161183
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.75,5,89.290000,0.291633
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2,5,88.330000,0.439204
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.25,5,87.020000,0.727599
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.5,5,85.248000,1.158218
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.75,5,82.552000,1.818439
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3,5,78.660000,2.854847
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.25,5,73.362000,4.197555
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.5,5,66.178000,6.297382
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.75,5,57.518000,8.199327
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4,5,47.886000,9.444018
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.25,5,38.174000,9.360084
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.5,5,29.932000,8.297736
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.75,5,23.998000,5.992088
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,5,5,19.954000,4.443049
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0,5,88.094000,0.254224
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.25,5,88.072000,0.240562
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.5,5,88.000000,0.259615
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.75,5,87.908000,0.261381
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1,5,87.754000,0.308837
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.25,5,87.676000,0.368822
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.5,5,87.444000,0.296614
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.75,5,87.070000,0.315278
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2,5,86.692000,0.320500
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.25,5,86.218000,0.288305
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.5,5,85.220000,0.288271
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.75,5,84.214000,0.411193
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3,5,82.796000,0.699128
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3.25,5,80.868000,0.827569
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3.5,5,78.650000,0.934505
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3.75,5,75.580000,1.236062
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4,5,72.146000,1.873974
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4.25,5,67.860000,2.102867
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4.5,5,63.134000,2.676785
cifar10,l1,l1_rc1e-5,l1,1e-05,none,4.75,5,58.204000,3.161041
cifar10,l1,l1_rc1e-5,l1,1e-05,none,5,5,53.042000,3.851937
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,5,89.666000,0.064265
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.25,5,89.656000,0.062690
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.5,5,89.568000,0.049193
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.75,5,89.532000,0.102078
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1,5,89.468000,0.100349
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.25,5,89.276000,0.176153
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.5,5,89.078000,0.099096
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.75,5,88.874000,0.240687
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2,5,88.482000,0.156109
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.25,5,87.992000,0.263951
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.5,5,87.556000,0.308756
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.75,5,87.088000,0.170646
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3,5,86.370000,0.514684
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.25,5,85.362000,0.567336
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.5,5,84.602000,0.522752
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.75,5,83.308000,0.811708
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4,5,82.048000,1.000935
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.25,5,80.368000,1.260067
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.5,5,78.426000,1.613251
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.75,5,76.156000,2.054758
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,5,5,73.226000,2.499576
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,5,90.836000,0.030496
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.25,5,90.780000,0.088034
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.5,5,90.746000,0.109681
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.75,5,90.686000,0.113490
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1,5,90.588000,0.163463
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.25,5,90.384000,0.033615
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.5,5,90.124000,0.119290
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.75,5,89.566000,0.255402
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2,5,88.888000,0.177961
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.25,5,87.726000,0.291770
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.5,5,86.112000,0.317285
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.75,5,83.840000,0.541064
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3,5,80.648000,0.924024
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.25,5,76.316000,1.384370
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.5,5,70.422000,2.010602
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.75,5,63.272000,2.668880
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4,5,54.460000,3.670572
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.25,5,44.996000,4.078704
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.5,5,35.946000,4.144331
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.75,5,28.976000,3.741935
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,5,5,23.658000,3.050700
